,index,hotbit
0,0,-122.26069585392759
1,1,-122.24740962962488
2,2,-122.22176269531366
3,3,-122.21682426078422
4,4,-122.21348461140411
5,5,-122.20637926814805
6,6,-122.20199625406866
7,7,-122.20069823746371
8,8,-122.19365307048429
9,9,-122.19166686093962
10,10,-122.19163623664957
11,11,-122.18795750972043
12,12,-122.18642448087684
13,13,-122.18350530837142
14,14,-122.18308648044075
15,15,-122.18262677204262
16,16,-122.18190139238874
17,17,-122.17694493146377
18,18,-122.17458455374748
19,19,-122.1729376857487
20,20,-122.17256035514293
21,21,-122.17249039992691
22,22,-122.17002157816978
23,23,-122.16966550909808
24,24,-122.16936786373873
25,25,-122.1670498533718
26,26,-122.16610323715673
27,27,-122.16408242177965
28,28,-122.1606739364704
29,29,-122.16039589496825
30,30,-122.1588658382729
31,31,-122.15574794984599
32,32,-122.15500573229787
33,33,-122.15326540097038
34,34,-122.15152947986843
35,35,-122.15115122418882
36,36,-122.1496556767749
37,37,-122.14553128566064
38,38,-122.14354002384471
39,39,-122.1414951654832
40,40,-122.1409461372956
41,41,-122.14078963990431
42,42,-122.13990146630061
43,43,-122.13979877191446
44,44,-122.13925047414887
45,45,-122.13919195972142
46,46,-122.13860100150913
47,47,-122.13845909410992
48,48,-122.13831700152514
49,49,-122.13808951924631
50,50,-122.13787244172147
51,51,-122.13769538509246
52,52,-122.13688923693257
53,53,-122.13604312213715
54,54,-122.13585777334907
55,55,-122.13574049728214
56,56,-122.13544800754573
57,57,-122.13526703650967
58,58,-122.1349505024898
59,59,-122.13470594768722
60,60,-122.13414128828367
61,61,-122.13383405047625
62,62,-122.13355915279942
63,63,-122.13320775997198
64,64,-122.13313914683937
65,65,-122.13313456560059
66,66,-122.13297365335325
67,67,-122.132742055459
68,68,-122.13268131674727
69,69,-122.13231253095711
70,70,-122.13165117837605
71,71,-122.13148767264312
72,72,-122.13129148639644
73,73,-122.1309871816951
74,74,-122.13053509331695
75,75,-122.13050280484089
76,76,-122.130002173587
77,77,-122.12979980464075
78,78,-122.12904787878364
79,79,-122.12891553888915
80,80,-122.12889014023659
81,81,-122.1286929036117
82,82,-122.12840973755334
83,83,-122.12824112721904
84,84,-122.12772876147375
85,85,-122.12750657804537
86,86,-122.12713550137971
87,87,-122.12693671606229
88,88,-122.12651292693283
89,89,-122.12640048470712
90,90,-122.12477839119737
91,91,-122.12402424595956
92,92,-122.1233206543809
93,93,-122.12302303863805
94,94,-122.12301424158272
95,95,-122.12285246808244
96,96,-122.12264811352611
97,97,-122.12073058029904
98,98,-122.12045041053187
99,99,-122.1202390863424
100,100,-122.1192513477983
101,101,-122.11803963424632
102,102,-122.11779882847748
103,103,-122.11633321905657
104,104,-122.11502276531803
105,105,-122.11417794254697
106,106,-122.11313973690415
107,107,-122.11292124149782
108,108,-122.1124121970625
109,109,-122.11221594567422
110,110,-122.11213741358483
111,111,-122.11145104924043
112,112,-122.1101951028964
113,113,-122.10801358989016
114,114,-122.10772037063356
115,115,-122.10655767313801
116,116,-122.10653303189639
117,117,-122.10638677036411
118,118,-122.10621115037691
119,119,-122.10506192941858
120,120,-122.10400750759715
121,121,-122.10113878684996
122,122,-122.10091578902006
123,123,-122.10066294342795
124,124,-122.09990764349016
125,125,-122.09957096381328
126,126,-122.09943055309196
127,127,-122.09915102576895
128,128,-122.09909369210192
129,129,-122.0982037308845
130,130,-122.09583461045895
131,131,-122.09468148115582
132,132,-122.09405330295385
133,133,-122.09380685780349
134,134,-122.09348621825416
135,135,-122.09340750654394
136,136,-122.09180217929679
137,137,-122.08955220623153
138,138,-122.08933489211802
139,139,-122.08884951209325
140,140,-122.0875707806486
141,141,-122.0871668617703
142,142,-122.08700086688742
143,143,-122.08672830951059
144,144,-122.08583770975127
145,145,-122.08552659375079
146,146,-122.08552619720115
147,147,-122.08545592634005
148,148,-122.08506978807753
149,149,-122.08505820797222
150,150,-122.08482088426041
151,151,-122.08436948659278
152,152,-122.08423776345865
153,153,-122.08407271817015
154,154,-122.08348087975179
155,155,-122.08304686408769
156,156,-122.08278575324414
157,157,-122.08246611596235
158,158,-122.08227968331533
159,159,-122.08217469325399
160,160,-122.08190286422104
161,161,-122.08163406176232
162,162,-122.08121917621207
163,163,-122.0811886865427
164,164,-122.08113966622705
165,165,-122.08105028486301
166,166,-122.08092693586832
167,167,-122.0807989357329
168,168,-122.08063659985402
169,169,-122.0805866586885
170,170,-122.07910348565377
171,171,-122.07904004747115
172,172,-122.07851640213602
173,173,-122.07837882888487
174,174,-122.07817315270694
175,175,-122.0778220271045
176,176,-122.07761142398573
177,177,-122.07752314321118
178,178,-122.07723296287031
179,179,-122.07718500702191
180,180,-122.07685855728391
181,181,-122.07638518674042
182,182,-122.07630439222186
183,183,-122.07623689124739
184,184,-122.07613445731295
185,185,-122.07610808543046
186,186,-122.07596805714508
187,187,-122.07596327473158
188,188,-122.07551611452647
189,189,-122.07550232054149
190,190,-122.07546534832568
191,191,-122.07539579366522
192,192,-122.07535833687899
193,193,-122.07517970759727
194,194,-122.07488023681418
195,195,-122.07467981081834
196,196,-122.07466393355338
197,197,-122.07449327845836
198,198,-122.07448887141487
199,199,-122.07435466526675
200,200,-122.07415025713294
201,201,-122.07409417658863
202,202,-122.07386881644533
203,203,-122.07379559276887
204,204,-122.07375640986822
205,205,-122.07367443638856
206,206,-122.07359588944377
207,207,-122.07349353001257
208,208,-122.07334612707206
209,209,-122.073333176564
210,210,-122.07329619591752
211,211,-122.07320421043829
212,212,-122.07299308167944
213,213,-122.07280284683753
214,214,-122.0727685464945
215,215,-122.07245598866285
216,216,-122.07208841686605
217,217,-122.07206913048373
218,218,-122.07195483598565
219,219,-122.07175173935275
220,220,-122.07163254751572
221,221,-122.07142280770523
222,222,-122.07141089234858
223,223,-122.0714074166545
224,224,-122.07109804200655
225,225,-122.07095523008962
226,226,-122.07093730305019
227,227,-122.07085166611529
228,228,-122.07084053607457
229,229,-122.07076289002367
230,230,-122.0706948339245
231,231,-122.070666638982
232,232,-122.07056715526744
233,233,-122.07053261024873
234,234,-122.07045678648882
235,235,-122.07037628536085
236,236,-122.07026898419429
237,237,-122.07020135275496
238,238,-122.07009743731118
239,239,-122.07004280645032
240,240,-122.06998121739377
241,241,-122.06997851729807
242,242,-122.06981909179149
243,243,-122.06973718302504
244,244,-122.06972377441701
245,245,-122.06940931865296
246,246,-122.06927392030724
247,247,-122.06920892439229
248,248,-122.06914141517694
249,249,-122.06898655411948
250,250,-122.06898069074538
251,251,-122.06895533257415
252,252,-122.06891524404028
253,253,-122.06886679622102
254,254,-122.0688206685042
255,255,-122.0686301666467
256,256,-122.06860511226495
257,257,-122.06846375925954
258,258,-122.06844098754385
259,259,-122.06840385993542
260,260,-122.0683266647078
261,261,-122.06829254250368
262,262,-122.06824291742345
263,263,-122.06815166600552
264,264,-122.06803488945292
265,265,-122.06763830125777
266,266,-122.06760485200112
267,267,-122.0675588341702
268,268,-122.06753067177948
269,269,-122.06742010400018
270,270,-122.06739958030522
271,271,-122.0672445485219
272,272,-122.06717837758481
273,273,-122.06704418026783
274,274,-122.06703839371124
275,275,-122.06697342687852
276,276,-122.06695293520858
277,277,-122.06691825175602
278,278,-122.06671073391965
279,279,-122.06662063423425
280,280,-122.06660457940774
281,281,-122.06656970429196
282,282,-122.06653788468054
283,283,-122.06652017974898
284,284,-122.06650473415442
285,285,-122.06647212839175
286,286,-122.06642219005647
287,287,-122.06634126757461
288,288,-122.06619171592922
289,289,-122.06619131445905
290,290,-122.0661333111176
291,291,-122.06613183816853
292,292,-122.06604658769612
293,293,-122.06599027275246
294,294,-122.06594496142196
295,295,-122.06590368505675
296,296,-122.06587396407787
297,297,-122.06576379046629
298,298,-122.06574983704911
299,299,-122.0655279779537
300,300,-122.0655025912244
301,301,-122.06546208505375
302,302,-122.06520642511197
303,303,-122.06515751269433
304,304,-122.06511953441628
305,305,-122.06499672847076
306,306,-122.06482753805932
307,307,-122.06474179472514
308,308,-122.06447770432499
309,309,-122.06441888605866
310,310,-122.0642619968001
311,311,-122.06423674324486
312,312,-122.06416078287327
313,313,-122.06406971590968
314,314,-122.06391155376372
315,315,-122.06390949719508
316,316,-122.06379687678572
317,317,-122.06375606964826
318,318,-122.06368122596587
319,319,-122.06365044129132
320,320,-122.06364552107408
321,321,-122.06360422387093
322,322,-122.0635510591552
323,323,-122.06347876993317
324,324,-122.06311937612855
325,325,-122.06306129425406
326,326,-122.06293035294868
327,327,-122.06289125924172
328,328,-122.06282650398595
329,329,-122.06282565321237
330,330,-122.06277789684043
331,331,-122.06269541843312
332,332,-122.06264203245507
333,333,-122.06243308615751
334,334,-122.06221027485225
335,335,-122.06189033612094
336,336,-122.06178216657463
337,337,-122.06151146214614
338,338,-122.06139342714488
339,339,-122.06123875220209
340,340,-122.0610532044131
341,341,-122.06099459427622
342,342,-122.06074642605398
343,343,-122.06049774412719
344,344,-122.06026219530378
345,345,-122.06019851102684
346,346,-122.06012305656986
347,347,-122.06009812300732
348,348,-122.0599829908877
349,349,-122.0599651854497
350,350,-122.0599623832652
351,351,-122.05994575564313
352,352,-122.05980322345232
353,353,-122.05975806308504
354,354,-122.05968459100967
355,355,-122.05965810838205
356,356,-122.05963117374807
357,357,-122.05949529285766
358,358,-122.05942156978608
359,359,-122.05936617829201
360,360,-122.0592505912241
361,361,-122.059205340738
362,362,-122.05910619242803
363,363,-122.05909914519833
364,364,-122.05894878357594
365,365,-122.0588839250043
366,366,-122.05882838647864
367,367,-122.05863210854386
368,368,-122.05852667722968
369,369,-122.0575805932034
370,370,-122.05756615663233
371,371,-122.05753674649662
372,372,-122.05737718481754
373,373,-122.05723127828333
374,374,-122.05721151171355
375,375,-122.05711527101056
376,376,-122.05701950436674
377,377,-122.05690704495612
378,378,-122.05690652111036
379,379,-122.05680774952583
380,380,-122.05639875329308
381,381,-122.0562306664516
382,382,-122.05619577492683
383,383,-122.0561229144559
384,384,-122.05601109797993
385,385,-122.05593541016435
386,386,-122.05581722793261
387,387,-122.05570546577553
388,388,-122.05551340731279
389,389,-122.05490212153575
390,390,-122.05386898467725
391,391,-122.05341130796421
392,392,-122.05302659928122
393,393,-122.05295741164048
394,394,-122.05292384412996
395,395,-122.05283185312982
396,396,-122.0521925550803
397,397,-122.05211225221683
398,398,-122.05194823986238
399,399,-122.05191557642718
400,400,-122.0514313830958
401,401,-122.05130650158725
402,402,-122.05130384087715
403,403,-122.0512416903519
404,404,-122.05114242945524
405,405,-122.05094399755478
406,406,-122.05073983065739
407,407,-122.05056093298793
408,408,-122.05026701969246
409,409,-122.04976858484764
410,410,-122.0496422096017
411,411,-122.04957126461414
412,412,-122.04932771450092
413,413,-122.04915382717166
414,414,-122.04904472624384
415,415,-122.04793459605054
416,416,-122.04782792887517
417,417,-122.04752550855585
418,418,-122.04736033145878
419,419,-122.04708019863784
420,420,-122.04670268134822
421,421,-122.0465784485882
422,422,-122.04631567786197
423,423,-122.04590310681999
424,424,-122.04575946965082
425,425,-122.04567085095232
426,426,-122.04565077293665
427,427,-122.04545721457481
