,index,hotbit,gaussian
590,590.0,-2838.9295553599704,
591,591.0,-2838.9282199971403,
592,592.0,-2838.92769350173,
593,593.0,-2838.926489967564,
594,594.0,-2838.9183627376483,
595,595.0,-2838.918333268044,
596,596.0,-2838.9183045710456,
597,597.0,-2838.915132154246,
598,598.0,-2838.9131908505883,
599,599.0,-2838.9072802035234,
600,600.0,-2838.9044078921775,
601,601.0,-2838.9030127468627,
602,602.0,-2838.898888890437,
603,603.0,-2838.8984047984545,
604,604.0,-2838.895927689068,
605,605.0,-2838.89315090369,
606,606.0,-2838.8926974255105,
607,607.0,-2838.8894821191743,
608,608.0,-2838.889383863987,
609,609.0,-2838.8869195472344,
610,610.0,-2838.8795306363477,
611,611.0,-2838.879402485164,
612,612.0,-2838.8663009094084,
613,613.0,-2838.865880983183,
614,614.0,-2838.862659656166,
615,615.0,-2838.858208071064,
616,616.0,-2838.8556544502667,
617,617.0,-2838.8545452601497,
618,618.0,-2838.849118191863,
619,619.0,-2838.8484913793895,
620,620.0,-2838.8447817076676,
621,621.0,-2838.83883965114,
622,622.0,-2838.8383209163776,
623,623.0,-2838.8300042759624,
624,624.0,-2838.825164993202,
625,625.0,-2838.8224436790356,
626,626.0,-2838.8208810395536,
627,627.0,-2838.804523373015,
628,628.0,-2838.7937278259737,
629,629.0,-2838.778674222016,
630,630.0,-2838.7753080392113,
631,631.0,-2838.773196397319,
632,632.0,-2838.7619691400378,
633,633.0,-2838.759353120423,
634,634.0,-2838.7464597508742,
635,635.0,-2838.7389448685162,
636,636.0,-2838.732828524642,
637,637.0,-2838.732474752412,
638,638.0,-2838.7318300474303,
639,639.0,-2838.713205855018,
640,640.0,-2838.7073706858755,
641,641.0,-2838.707028559824,
642,642.0,-2838.7050459689544,
643,643.0,-2838.699314589625,
644,644.0,-2838.694909051999,
645,645.0,-2838.6929321173775,
646,646.0,-2838.6742745653314,
647,647.0,-2838.6697600436037,
648,648.0,-2838.664203824181,
649,649.0,-2838.6555227971894,
650,650.0,-2838.6528647062078,
651,651.0,-2838.6411915482,
652,652.0,-2838.6368756005168,
653,653.0,-2838.6323938704154,
654,654.0,-2838.5781621414626,
655,655.0,-2838.563693732703,
656,656.0,-2838.539248355054,
657,657.0,-2838.524988290384,
658,658.0,-2838.514552745576,
659,659.0,-2838.4901441603647,
660,660.0,-2838.4797217707455,
661,661.0,-2838.470479488279,
662,662.0,-2838.4704521386207,
663,663.0,-2838.4597505597026,
664,664.0,-2838.455589050786,
665,665.0,-2838.4555080840337,
666,666.0,-2838.451872945492,
667,667.0,-2838.4237119581016,
668,668.0,-2838.407744392925,
669,669.0,-2838.4052806284876,
670,670.0,-2838.394672179236,
671,671.0,-2838.3884133751258,
672,672.0,-2838.3655246017115,
673,673.0,-2838.3632548256855,
674,674.0,-2838.3384953155683,
675,675.0,-2838.316130666365,
676,676.0,-2838.3072205349677,
677,677.0,-2838.3004058626266,
678,678.0,-2838.2535226341915,
679,679.0,-2838.2528017394684,
680,680.0,-2838.2372492980744,
681,681.0,-2838.2230630595127,
682,682.0,-2838.216045538115,
683,683.0,-2838.2079181808836,
684,684.0,-2838.2022833920737,
685,685.0,-2838.1925715045704,
686,686.0,-2838.1890557944807,
687,687.0,-2838.188177244518,
688,688.0,-2838.181300321432,
689,689.0,-2838.1098883895,
690,690.0,-2838.071086052484,
691,691.0,-2838.0619839147357,
692,692.0,-2838.0558247371587,
693,693.0,-2838.031657006935,
694,694.0,-2838.0161610343857,
695,695.0,-2837.9955656007032,
696,696.0,-2837.9927077820416,
697,697.0,-2837.9880954984224,
698,698.0,-2837.97737355904,
699,699.0,-2837.971311759251,
700,700.0,-2837.9318071720677,
701,701.0,-2837.9317923852295,
702,702.0,-2837.9309715110485,
703,703.0,-2837.9287287685997,
704,704.0,-2837.909312948446,
705,705.0000000000001,-2837.8994863682897,
706,706.0000000000001,-2837.8694763103417,
707,706.9999999999999,-2837.8571230986845,
708,707.9999999999999,-2837.847667680507,
709,708.9999999999999,-2837.8465354139553,
710,710.0,-2837.8237333227034,
711,711.0,-2837.8054885520955,
712,712.0,-2837.8001551591365,
713,713.0,-2837.7980872591606,
714,714.0,-2837.7960177596246,
715,715.0,-2837.7899418257352,
716,716.0,-2837.7884093661664,
717,717.0,-2837.77393480075,
718,718.0,-2837.7678249833725,
719,719.0,-2837.7633705814783,
720,720.0,-2837.7612539529555,
721,721.0,-2837.7572004267054,
722,722.0,-2837.7563685940772,
723,723.0,-2837.755459434741,
724,724.0,-2837.7483461486167,
725,725.0,-2837.739676423085,
726,726.0000000000001,-2837.7331129019317,
727,727.0000000000001,-2837.7296876399205,
728,728.0000000000001,-2837.723228806686,
729,728.9999999999999,-2837.7186444167146,
730,729.9999999999999,-2837.714580725818,
731,730.9999999999999,-2837.702756997642,
732,732.0,-2837.7017214560587,
733,733.0,-2837.7000551973615,
734,734.0,-2837.687329508458,
735,735.0,-2837.6793923281825,
736,736.0,-2837.6700846330336,
737,737.0,-2837.668979954097,
738,738.0,-2837.657746770924,
739,739.0,-2837.6573071417924,
740,740.0,-2837.655220710416,
741,741.0,-2837.653616047138,
742,742.0,-2837.6494516020966,
743,743.0,-2837.648820573925,
744,744.0,-2837.643981860427,
745,745.0,-2837.6431797628375,
746,746.0,-2837.642520868004,
747,747.0,-2837.642485333433,
748,748.0000000000001,-2837.642273070788,
749,749.0000000000001,-2837.6413773676177,
750,750.0000000000001,-2837.638999827686,
751,750.9999999999999,-2837.6377757571136,
752,751.9999999999999,-2837.6334816322983,
753,753.0,-2837.6332474063947,
754,754.0,-2837.628516495804,
755,755.0,-2837.627684121242,
756,756.0,-2837.624334714535,
757,757.0,-2837.622691594885,
758,758.0,-2837.6203751913226,
759,759.0,-2837.6156885913533,
760,760.0,-2837.6099930635633,
761,761.0,-2837.608348206456,
762,762.0,-2837.6082190086718,
763,763.0,-2837.6027889280454,
764,764.0,-2837.601863103935,
765,765.0,-2837.599489322218,
766,766.0,-2837.596139496098,
767,767.0,-2837.594354843854,
768,768.0,-2837.5936574074008,
769,769.0000000000001,-2837.593540603524,
770,770.0000000000001,-2837.592067962909,
771,771.0000000000001,-2837.591332393714,
772,771.9999999999999,-2837.5895323604536,
773,772.9999999999999,-2837.589020478984,
774,773.9999999999999,-2837.587964826881,
775,775.0,-2837.5839976200728,
776,776.0,-2837.583686902444,
777,777.0,-2837.5806407025048,
778,778.0,-2837.579491206661,
779,779.0,-2837.578810938904,
780,780.0,-2837.5753210721073,
781,781.0,-2837.5753012472783,
782,782.0,-2837.5733484263355,
783,783.0,-2837.573061832392,
784,784.0,-2837.5717867952267,
785,785.0,-2837.571235541112,
786,786.0,-2837.5685355995292,
787,787.0,-2837.5658330062392,
788,788.0,-2837.5656535730764,
789,789.0,-2837.565019914071,
790,790.0,-2837.5650195266844,
791,791.0000000000001,-2837.562767385115,
